,School Name,Address,School type,Board,School Type,School Type.1,Established year,Address1,Details,School_type,P/G,Board,Co-Educational,Established
2662,Ramakrishna Public School,"Santhi Nagar
Kakinada - 533003, Andhra Pradesh, India
Phone: (0884) 2370124
Details:
Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Santhi Nagar
Kakinada - 533003, Andhra Pradesh, India
Phone: (0884) 2370124
","Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2663,Ramnagar Public School,"Chowrasta, Ram Nagar, Beside Ram Bhadra Rao College
Hyderabad - 500044, Andhra Pradesh, India
Phone: (040) 27604925
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Chowrasta, Ram Nagar, Beside Ram Bhadra Rao College
Hyderabad - 500044, Andhra Pradesh, India
Phone: (040) 27604925
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2664,Ramnath Secondary School,"NSTL Complex, Near NAD Kotta Road
Vishakhapatnam - 530027, Andhra Pradesh, India
Phone: (0891) 2559519
Details:
Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,CBSE Board,Private School,Co-Educational School,,"NSTL Complex, Near NAD Kotta Road
Vishakhapatnam - 530027, Andhra Pradesh, India
Phone: (0891) 2559519
","Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,Private School,CBSE Board,Co-Educational School,
2665,Ranges Concept School,"Co-Operative Colony, Kavali
Nellore - 524201, Andhra Pradesh, India
Phone: (08626) 243181
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Co-Operative Colony, Kavali
Nellore - 524201, Andhra Pradesh, India
Phone: (08626) 243181
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
2666,Rankers Concept School,"Behind Srinivasa Theatre, Uppal
Hyderabad - 500039, Andhra Pradesh, India
Mobile : 9246853904
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Behind Srinivasa Theatre, Uppal
Hyderabad - 500039, Andhra Pradesh, India
Mobile : 9246853904
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
2667,Ranya Kids Play School,"Plot No. 1203, Road No. 56, Jubilee Hills
Hyderabad - 500034, Andhra Pradesh, India
Phone: (040) 66047664
Details:
Play School
Private School
Co-Educational School",Play School,Private School,Co-Educational School,,,"Plot No. 1203, Road No. 56, Jubilee Hills
Hyderabad - 500034, Andhra Pradesh, India
Phone: (040) 66047664
","Play School
Private School
Co-Educational School",Play School,Private School,,Co-Educational School,
2668,Rao's High School,"93/A, Western Hills, Opp. JNTU, Addagutta Society, Kukatpally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 20040951, 23447841, 23158700
Mobile : 9396788824, 9396788822, 9396788827, 9396788833
Details:
High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,Co-Educational School,,,"93/A, Western Hills, Opp. JNTU, Addagutta Society, Kukatpally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 20040951, 23447841, 23158700
Mobile : 9396788824, 9396788822, 9396788827, 9396788833
","High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,,Co-Educational School,
2669,Rao's High School - Kukapall,"Sangeethanagar, Kukapall
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23065232
Details:
CBSE Board
Private School
Co-Educational School",CBSE Board,Private School,Co-Educational School,,,"Sangeethanagar, Kukapall
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23065232
","CBSE Board
Private School
Co-Educational School",CBSE Board,Private School,CBSE Board,Co-Educational School,
2670,Rao's High School - Kukatpally,"Balaji Nagar, Kukatpally
Hyderabad - 500043, Andhra Pradesh, India
Phone: (040) 23158700
Details:
High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,Co-Educational School,,,"Balaji Nagar, Kukatpally
Hyderabad - 500043, Andhra Pradesh, India
Phone: (040) 23158700
","High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,,Co-Educational School,
2671,Rao's High School - Madinaguda,"Deepthisrinagar, Madinaguda
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788834
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Deepthisrinagar, Madinaguda
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788834
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2672,Rao's High School - Miyapur,"Opp. Janapriya Apts, NH-9, Miyapur
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447847
Details:
High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,Co-Educational School,,,"Opp. Janapriya Apts, NH-9, Miyapur
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447847
","High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,,Co-Educational School,
2673,Rao's High School - Serilingampally,"Old MIG-2421, IV Batch, Phase 1, Serilingampally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447848
Details:
High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,Co-Educational School,,,"Old MIG-2421, IV Batch, Phase 1, Serilingampally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447848
","High Secondary School
Private School
Co-Educational School",High Secondary School,Private School,,Co-Educational School,
2674,Rao's My Techno International School - Karimnagar,"Karimnagar
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788830
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"Karimnagar
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788830
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2675,Rao's My Techno International School - KPHB,"93/A, Western Hils, Addaguntta Society, Opp. JNTU, KPHB
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 20040951
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"93/A, Western Hils, Addaguntta Society, Opp. JNTU, KPHB
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 20040951
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2676,Rao's My Techno International School - Serilingampally,"Gulmohar Park, Serilingampally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447849
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"Gulmohar Park, Serilingampally
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 23447849
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2677,Rao's My Techno International School - Siddipet,"Siddipet
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788829
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Siddipet
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 9396788829
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
2678,Rao's My Techno School,"Gulmohar Park, Serilingampally
Hyderabad - 500019, Andhra Pradesh, India
Phone: (040) 23447849
Mobile : 9396788833
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"Gulmohar Park, Serilingampally
Hyderabad - 500019, Andhra Pradesh, India
Phone: (040) 23447849
Mobile : 9396788833
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2679,Rao's Talent School,"NH-5 Road, Kancharapalem
Vishakhapatnam - 530001, Andhra Pradesh, India
Phone: (0891) 2727098
Details:
Nursery School
Private School
Co-Educational School",Nursery School,Private School,Co-Educational School,,,"NH-5 Road, Kancharapalem
Vishakhapatnam - 530001, Andhra Pradesh, India
Phone: (0891) 2727098
","Nursery School
Private School
Co-Educational School",Nursery School,Private School,,Co-Educational School,
2680,Ratan's High School,"Apiic Colony, Moula Ali
Hyderabad - 500040, Andhra Pradesh, India
Phone: (040) 27122413
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Apiic Colony, Moula Ali
Hyderabad - 500040, Andhra Pradesh, India
Phone: (040) 27122413
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2681,Ratna Junior College,"3-4-6-634/1, Narayanaguda
Hyderabad - 500029, Andhra Pradesh, India
Phone: (040) 27567869
Details:
Class V - Class XII
Andhra Pradesh Board of Intermediate Education
Private School
Co-Educational School",Class V - Class XII,Andhra Pradesh Board of Intermediate Education,Private School,Co-Educational School,,"3-4-6-634/1, Narayanaguda
Hyderabad - 500029, Andhra Pradesh, India
Phone: (040) 27567869
","Class V - Class XII
Andhra Pradesh Board of Intermediate Education
Private School
Co-Educational School",Class V - Class XII,Private School,Andhra Pradesh Board of Intermediate Education,Co-Educational School,
2682,Ratnam High School,"Lakshmipuram
Nellore - 524002, Andhra Pradesh, India
Phone: (0861) 2340065
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Lakshmipuram
Nellore - 524002, Andhra Pradesh, India
Phone: (0861) 2340065
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2683,Ratnam Techno Schools,"Beside JNTU, SAI Nagar, Opp. Nizampet Cross Road, KPBH Colony
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 65694199
Mobile : 9299993039
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Beside JNTU, SAI Nagar, Opp. Nizampet Cross Road, KPBH Colony
Hyderabad - 500072, Andhra Pradesh, India
Phone: (040) 65694199
Mobile : 9299993039
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
2684,Raviji's Little Champs,"Beside Ganesh Temple (48 Last Bus Stop) Madhavadhara, VUDA Colony
Vishakhapatnam - 500016, Andhra Pradesh, India
Mobile : 9966022238, 9885121410
Details:
Play - Class VII
Private School
Co-Educational School",Play - Class VII,Private School,Co-Educational School,,,"Beside Ganesh Temple (48 Last Bus Stop) Madhavadhara, VUDA Colony
Vishakhapatnam - 500016, Andhra Pradesh, India
Mobile : 9966022238, 9885121410
","Play - Class VII
Private School
Co-Educational School",Play - Class VII,Private School,,Co-Educational School,
2685,Ravindra Bharathi English Medium High School,"Fathekhanpet
Nellore - 524002, Andhra Pradesh, India
Phone: (0861) 2334748
Mobile : 8096699522
Details:
Nursery - Class X
Assam Higher Secondary Education Council
Private School
Co-Educational School",Nursery - Class X,Assam Higher Secondary Education Council,Private School,Co-Educational School,,"Fathekhanpet
Nellore - 524002, Andhra Pradesh, India
Phone: (0861) 2334748
Mobile : 8096699522
","Nursery - Class X
Assam Higher Secondary Education Council
Private School
Co-Educational School",Nursery - Class X,Private School,,Co-Educational School,
2686,Ravindra Bharathi Global School,"Kanuparthipadu, Golagamudi Road
Nellore - 524004, Andhra Pradesh, India
Phone: (0861) 6521111, 6523333
Mobile : 8096344991
Details:
Nursery - Class VII
CBSE Board
Private School
Co-Educational School",Nursery - Class VII,CBSE Board,Private School,Co-Educational School,,"Kanuparthipadu, Golagamudi Road
Nellore - 524004, Andhra Pradesh, India
Phone: (0861) 6521111, 6523333
Mobile : 8096344991
","Nursery - Class VII
CBSE Board
Private School
Co-Educational School",Nursery - Class VII,Private School,CBSE Board,Co-Educational School,
2687,Ravindra Bharathi IIT Olympiad AC Academy,"Main Road, Brundavan Gardens
Guntur - 522403, Andhra Pradesh, India
Phone: (0863) 2226647
Mobile : 8096699659, 9248928042
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"Main Road, Brundavan Gardens
Guntur - 522403, Andhra Pradesh, India
Phone: (0863) 2226647
Mobile : 8096699659, 9248928042
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2688,Ravindra Bharathi IIT Olympiad AC Academy - Dwarakanagar,"Dwarakanahar, First Lane, Near Hotel Sarovar
Vishakhapatnam - 530016, Andhra Pradesh, India
Phone: (0891) 2791014
Mobile : 8096699572
Details:
CBSE Board
Private School
Co-Educational School",CBSE Board,Private School,Co-Educational School,,,"Dwarakanahar, First Lane, Near Hotel Sarovar
Vishakhapatnam - 530016, Andhra Pradesh, India
Phone: (0891) 2791014
Mobile : 8096699572
","CBSE Board
Private School
Co-Educational School",CBSE Board,Private School,CBSE Board,Co-Educational School,
2689,Ravindra Bharathi IIT Olympiad AC Academy - Nandikotkur,"19-41(A), Sangaiah Nilayam, Sangaiah Peta, Nandikotkur
Kurnool - 518401, Andhra Pradesh, India
Phone: (08513) 281222
Mobile : 8096952231
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"19-41(A), Sangaiah Nilayam, Sangaiah Peta, Nandikotkur
Kurnool - 518401, Andhra Pradesh, India
Phone: (08513) 281222
Mobile : 8096952231
","Private School
Co-Educational School",,Private School,,Co-Educational School,
2690,Ravindra Bharathi IIT Olympiad AC Academy - S.R. Nagar,"S.R. Nagar, Opposite SBI Lane, Dharam Karm Road, Ameerpet
Hyderabad - 500060, Andhra Pradesh, India
Phone: (040) 23743239
Mobile : 8096699550, 7995023053
Details:
Private School
Co-Educational School",Private School,Co-Educational School,,,,"S.R. Nagar, Opposite SBI Lane, Dharam Karm Road, Ameerpet
Hyderabad - 500060, Andhra Pradesh, India
Phone: (040) 23743239
Mobile : 8096699550, 7995023053
","Private School
Co-Educational School",,Private School,,Co-Educational School,
